gene	TGFb_t24_FDR	TGFb_t24_logFC	TGFb_t48_FDR	TGFb_t48_logFC	TGFb_t72_FDR	TGFb_t72_logFC	Thrombin_t24_FDR	Thrombin_t24_logFC	Thrombin_t48_FDR	Thrombin_t48_logFC	Thrombin_t72_FDR	Thrombin_t72_logFC
ENSG00000004799	 0.000e+00	-3.216e+00	 0.000e+00	-2.661e+00	 2.381e-41	-1.658e+00	1.651e-185	-1.435e+00	 0.000e+00	-2.688e+00	 2.038e-92	-2.634e+00
ENSG00000169885									 2.462e-12	-1.407e+00		
ENSG00000074935			 4.527e-59	 1.545e+00					2.338e-212	 1.691e+00		
ENSG00000102580											6.299e-140	 1.197e+00
ENSG00000167034					 9.523e-42	 1.743e+00					 2.998e-82	 1.966e+00
ENSG00000133321	 1.353e-28	-1.638e+00										
ENSG00000068001					 3.988e-85	-1.168e+00					 1.778e-60	-1.117e+00
ENSG00000166482									 7.065e-64	-1.154e+00	 0.000e+00	-2.370e+00
ENSG00000133816			7.494e-309	 1.575e+00	 4.019e-29	 1.220e+00	 2.757e-75	 1.003e+00	 0.000e+00	 2.342e+00	 2.618e-35	 1.354e+00
ENSG00000059758					 8.253e-94	 1.148e+00					5.796e-156	 1.551e+00
ENSG00000275183											 8.398e-21	-1.030e+00
ENSG00000095752	 1.907e-88	 2.416e+00	 4.576e-16	 1.353e+00			 3.023e-30	 2.153e+00	 1.021e-43	 1.764e+00		
ENSG00000181690									 2.243e-56	-1.210e+00		
ENSG00000157343	 3.479e-11	-1.371e+00							 6.759e-20	-1.324e+00		
ENSG00000136153									 0.000e+00	 1.918e+00		
ENSG00000102763					6.696e-190	 1.607e+00			4.348e-322	 1.722e+00	 2.045e-68	 1.501e+00
ENSG00000068078			 5.727e-06	-1.299e+00	 1.204e-21	-2.245e+00			 1.781e-06	-1.265e+00	 1.970e-29	-2.695e+00
ENSG00000110237											1.879e-140	-1.355e+00
ENSG00000138172	3.389e-149	-1.322e+00	1.264e-109	-1.035e+00	 0.000e+00	-2.371e+00	3.984e-126	-1.206e+00	1.858e-294	-1.758e+00	 0.000e+00	-2.773e+00
ENSG00000114812	 0.000e+00	-2.831e+00	 2.792e-73	-1.493e+00	4.353e-140	-4.305e+00					 5.256e-54	-1.894e+00
ENSG00000131473					5.317e-198	-1.518e+00					1.663e-170	-1.497e+00
ENSG00000109321			 0.000e+00	 2.593e+00	 3.882e-92	 1.682e+00			 0.000e+00	 2.858e+00	 3.522e-36	 1.229e+00
ENSG00000175592					 3.251e-34	 1.006e+00			8.482e-229	 1.656e+00	 9.671e-73	 1.505e+00
ENSG00000270885			 4.908e-18	-1.432e+00	 1.265e-21	-1.145e+00					 1.138e-31	-1.678e+00
ENSG00000120053					9.111e-106	 1.527e+00			1.255e-253	 1.700e+00	6.467e-145	 1.648e+00
ENSG00000279095									 1.799e-64	 1.370e+00	 1.967e-52	 1.142e+00
ENSG00000031081					 1.017e-86	-1.013e+00					2.370e-187	-1.571e+00
ENSG00000177646											 2.279e-50	-1.039e+00
ENSG00000033170											9.002e-183	-1.482e+00
ENSG00000136731											 1.982e-90	 1.038e+00
ENSG00000165480					 3.230e-15	-2.610e+00					 8.171e-17	-2.506e+00
ENSG00000114796	 1.635e-27	-1.015e+00										
ENSG00000274213					 5.162e-05	 1.009e+00					 8.791e-08	 1.249e+00
ENSG00000118004			1.011e-192	-1.684e+00	 0.000e+00	-2.667e+00			1.592e-297	-1.714e+00	 0.000e+00	-3.155e+00
ENSG00000274070			 2.962e-19	-1.386e+00	 3.393e-19	-1.551e+00			 7.471e-38	-1.778e+00	 6.890e-21	-1.623e+00
ENSG00000117461									 2.814e-60	-1.683e+00		
ENSG00000137757					 2.715e-50	 3.914e+00					 1.819e-81	 4.397e+00
ENSG00000279108			 1.497e-08	-1.238e+00	 9.071e-19	-1.442e+00			 1.036e-13	-1.246e+00	 4.796e-20	-1.298e+00
ENSG00000073756			 5.433e-55	 1.137e+00	1.555e-207	 2.149e+00	1.192e-191	 1.896e+00	2.955e-262	 2.240e+00	 0.000e+00	 2.509e+00
ENSG00000176463											 5.485e-34	-1.088e+00
ENSG00000165801											1.254e-160	-1.346e+00
ENSG00000104219											 5.253e-93	 1.149e+00
ENSG00000132600											 1.967e-67	-1.135e+00
ENSG00000258839									 9.765e-27	-1.138e+00		
ENSG00000255769					 2.050e-84	 1.499e+00					7.155e-116	 1.765e+00
ENSG00000009413									4.297e-247	-1.267e+00		
ENSG00000145569	 1.262e-22	-1.210e+00									 6.931e-06	-1.821e+00
ENSG00000103489	1.469e-270	 1.667e+00	1.670e-140	 1.367e+00					 1.401e-73	 1.110e+00		
ENSG00000166341							 1.605e-57	-1.032e+00			 5.199e-64	-1.346e+00
ENSG00000047648	 7.926e-69	-1.164e+00	 1.921e-49	-1.252e+00	 2.978e-66	-2.008e+00			 4.740e-44	-1.050e+00	 1.243e-70	-2.241e+00
ENSG00000255142					 8.224e-11	-1.135e+00					 4.688e-14	-1.278e+00
ENSG00000128487	 4.392e-70	 1.148e+00	4.015e-187	 1.596e+00					5.431e-281	 1.689e+00		
ENSG00000264290									 5.572e-05	-1.351e+00		
ENSG00000117114					1.194e-129	-1.165e+00					2.022e-169	-1.582e+00
ENSG00000171357					 1.659e-17	-2.315e+00			 1.394e-09	-1.210e+00	 2.174e-24	-3.061e+00
ENSG00000170379	 3.756e-46	-1.074e+00	 9.216e-20	-1.137e+00	 3.375e-47	-1.913e+00						
ENSG00000161692											 1.740e-25	-1.138e+00
ENSG00000174738											 1.702e-45	 1.133e+00
ENSG00000226790											 2.419e-10	-1.249e+00
ENSG00000163535					 3.049e-17	-1.189e+00						
ENSG00000179242					2.731e-127	 1.951e+00			1.484e-127	 2.103e+00	 0.000e+00	 2.981e+00
ENSG00000227200					 2.803e-05	-1.289e+00					 2.526e-05	-1.360e+00
ENSG00000104611									 7.077e-57	 1.094e+00		
ENSG00000110876					 2.126e-20	-2.041e+00					 9.215e-34	-2.656e+00
ENSG00000171552											4.864e-149	 1.371e+00
ENSG00000253552					 7.124e-16	-1.055e+00			 1.691e-34	-1.141e+00	 3.894e-19	-1.014e+00
ENSG00000147642			 1.437e-15	 3.244e+00	 1.411e-92	 2.463e+00			 2.490e-35	 3.492e+00	 6.702e-85	 2.326e+00
ENSG00000111885					8.125e-106	-1.375e+00			8.414e-257	-1.461e+00	6.720e-308	-1.987e+00
ENSG00000211772					 5.527e-05	-1.881e+00					 1.704e-09	-3.492e+00
ENSG00000176410											 4.432e-41	-1.127e+00
ENSG00000187498									4.388e-247	 1.552e+00		
ENSG00000221502					 8.407e-05	-1.848e+00			 6.474e-06	-1.880e+00	 3.157e-06	-2.215e+00
ENSG00000183580									 4.096e-80	-1.040e+00	 1.432e-81	-1.231e+00
ENSG00000128016	6.170e-103	-1.035e+00										
ENSG00000170425			1.069e-135	-2.018e+00	1.096e-119	-1.539e+00	 1.208e-43	-1.017e+00	5.723e-141	-1.831e+00		
ENSG00000126749											 2.618e-40	 1.018e+00
ENSG00000153132					 7.811e-81	 3.691e+00			 9.794e-05	 2.684e+00	3.233e-154	 4.496e+00
ENSG00000065060			 1.527e-88	 1.320e+00					1.654e-251	 1.656e+00		
ENSG00000102554					 4.711e-21	 1.482e+00					 3.090e-28	 1.580e+00
ENSG00000157303					 3.879e-12	-2.266e+00						
ENSG00000187134							 4.521e-47	-1.060e+00	2.195e-304	-1.856e+00		
ENSG00000197019					 3.616e-44	 1.265e+00					 1.857e-51	 1.321e+00
ENSG00000188647					 3.790e-78	 1.038e+00					1.749e-104	 1.336e+00
ENSG00000106868											 3.834e-50	 1.197e+00
ENSG00000114200					 3.068e-29	-1.673e+00			 1.333e-70	-1.200e+00	 3.885e-43	-1.939e+00
ENSG00000196502					 8.869e-84	-1.258e+00					 2.116e-45	-1.167e+00
ENSG00000275491	 2.111e-07	-1.618e+00					 6.497e-05	-1.054e+00	 1.040e-15	-1.844e+00		
ENSG00000184117											 1.059e-58	-1.037e+00
ENSG00000115363									 5.347e-38	 1.237e+00		
ENSG00000254554					 4.540e-08	-1.753e+00						
ENSG00000110492											 1.893e-92	-1.276e+00
ENSG00000175538					 1.014e-74	-2.410e+00			 1.241e-69	-1.397e+00	7.036e-115	-3.203e+00
ENSG00000040275	8.477e-109	 1.066e+00	2.488e-140	 1.656e+00								
ENSG00000120913					9.262e-102	-1.362e+00					 3.344e-97	-1.420e+00
ENSG00000006740	 1.701e-32	-1.005e+00							 2.416e-37	-1.187e+00	 1.412e-22	-1.233e+00
ENSG00000114923											 4.489e-26	-1.097e+00
ENSG00000106538											5.952e-116	-1.213e+00
ENSG00000145014					 1.438e-59	-1.008e+00						
ENSG00000132122									 8.782e-51	-1.197e+00	 3.963e-27	-1.251e+00
ENSG00000224905			 6.612e-09	-1.061e+00	 4.335e-34	-2.353e+00			 4.077e-48	-2.285e+00	 2.593e-69	-3.638e+00
ENSG00000262227											 2.691e-10	-1.513e+00
ENSG00000183762											 6.576e-41	-1.064e+00
ENSG00000143756											 1.936e-87	 1.117e+00
ENSG00000138829					9.505e-102	 1.588e+00			2.180e-136	 1.160e+00	6.859e-165	 2.060e+00
ENSG00000158406					 2.908e-17	 1.949e+00					 1.134e-12	 2.004e+00
ENSG00000173597									 9.992e-47	 1.051e+00		
ENSG00000138182					 5.523e-23	-1.177e+00					 9.784e-41	-1.452e+00
ENSG00000244480									 4.655e-08	-1.277e+00		
ENSG00000176407											 2.891e-93	 1.046e+00
ENSG00000147010			7.770e-124	 1.025e+00	3.017e-118	 1.109e+00					4.753e-105	 1.138e+00
ENSG00000187837					 8.858e-10	-1.053e+00					 1.034e-11	-1.147e+00
ENSG00000126947									2.772e-174	-1.265e+00		
ENSG00000167136					 2.256e-20	-1.080e+00					 2.858e-24	-1.130e+00
ENSG00000120254			1.104e-233	 1.524e+00					 0.000e+00	 1.974e+00		
ENSG00000162591	 4.634e-18	-1.061e+00			 5.694e-28	-1.688e+00						
ENSG00000141338	 5.149e-64	-1.351e+00	4.143e-161	-1.130e+00	1.164e-110	-1.113e+00			 0.000e+00	-1.592e+00		
ENSG00000134986	2.124e-256	 1.429e+00	1.462e-211	 1.511e+00							 2.500e-59	-1.450e+00
ENSG00000130208			 1.903e-19	-1.058e+00	 1.226e-90	-3.224e+00			 7.504e-85	-1.739e+00	2.403e-110	-3.973e+00
ENSG00000116044											 2.713e-99	 1.043e+00
ENSG00000262678			 1.792e-05	 2.329e+00					 2.937e-05	 2.062e+00	 1.351e-06	-1.611e+00
ENSG00000164171			5.284e-110	 1.108e+00	 1.154e-25	 1.007e+00			8.335e-274	 2.161e+00	1.006e-160	 2.456e+00
ENSG00000150995					 0.000e+00	 2.295e+00					 0.000e+00	 2.494e+00
ENSG00000204261					 7.121e-17	 1.105e+00						
ENSG00000269970					 1.867e-28	-1.980e+00					 5.845e-62	-3.707e+00
ENSG00000161682					 8.094e-45	-2.101e+00			 1.933e-94	-2.541e+00	 2.835e-62	-2.596e+00
ENSG00000101079											 3.406e-72	-1.209e+00
ENSG00000261824			 4.457e-45	 1.268e+00					 5.292e-97	 1.370e+00		
ENSG00000254703					 5.153e-09	-1.550e+00						
ENSG00000125434					 2.406e-16	-1.052e+00			 1.909e-58	-1.364e+00	 1.098e-48	-2.043e+00
ENSG00000082014					 1.683e-97	-1.103e+00					2.011e-244	-1.966e+00
ENSG00000197712					7.809e-165	-1.315e+00					1.558e-165	-1.305e+00
ENSG00000139372											 1.739e-70	 1.023e+00
ENSG00000255031									 8.679e-25	-1.076e+00		
ENSG00000089163					 1.175e-05	-1.123e+00			 1.198e-10	-1.382e+00		
ENSG00000149485					7.714e-193	-1.634e+00					 1.580e-92	-1.295e+00
ENSG00000114626					 6.257e-77	-1.322e+00			8.435e-125	-1.204e+00	3.429e-105	-1.494e+00
ENSG00000103034			4.552e-121	-1.344e+00	8.091e-144	-3.460e+00			 0.000e+00	-2.271e+00	1.880e-173	-3.873e+00
ENSG00000147100					 8.389e-57	-1.084e+00					5.606e-110	-1.601e+00
ENSG00000122952					 1.813e-38	-2.695e+00					 1.332e-51	-2.625e+00
ENSG00000162433			 1.323e-21	-1.042e+00	1.085e-157	-2.501e+00						
ENSG00000099998									2.618e-258	 1.220e+00		
ENSG00000215114											 2.593e-64	 1.063e+00
ENSG00000178726	1.814e-101	-1.575e+00			 3.199e-40	-1.854e+00			 7.468e-93	-1.835e+00		
ENSG00000168405									 3.137e-54	 1.089e+00	 5.967e-24	-1.027e+00
ENSG00000214274			 8.607e-10	-1.205e+00	 2.322e-35	-2.465e+00			 7.276e-30	-1.653e+00	 1.403e-26	-1.832e+00
ENSG00000197989					 3.041e-68	 1.125e+00					9.122e-103	 1.327e+00
ENSG00000105996					 8.320e-10	-1.561e+00					 6.238e-14	-1.904e+00
ENSG00000103145					 3.054e-22	-1.046e+00					 4.727e-59	-1.706e+00
ENSG00000026559	2.301e-157	 1.630e+00	2.237e-282	 2.553e+00	 4.850e-88	 1.223e+00			 0.000e+00	 2.947e+00		
ENSG00000106992									 1.158e-46	-1.047e+00		
ENSG00000116883					 4.200e-18	-1.059e+00						
ENSG00000111664									 3.308e-40	-1.224e+00	 1.710e-23	-1.121e+00
ENSG00000204388			 9.203e-55	-1.172e+00	 7.956e-83	-1.375e+00			5.017e-127	-1.234e+00	9.034e-116	-1.398e+00
ENSG00000184584											 8.513e-56	-1.236e+00
ENSG00000165121											 3.983e-18	 1.138e+00
ENSG00000259429					 6.999e-27	 1.355e+00					 2.876e-40	 1.553e+00
ENSG00000148218					3.298e-113	-1.278e+00					1.483e-182	-1.571e+00
ENSG00000131149					 7.992e-69	-1.085e+00						
ENSG00000274565											 2.343e-22	-1.672e+00
ENSG00000183671			 2.770e-78	 2.298e+00	 0.000e+00	 2.999e+00			3.322e-245	 2.739e+00	 0.000e+00	 3.353e+00
ENSG00000065911	 3.421e-94	 1.047e+00	 0.000e+00	 2.573e+00					 0.000e+00	 3.042e+00		
ENSG00000197813			 1.187e-05	-1.038e+00	 6.201e-06	-1.009e+00			 5.974e-21	-1.876e+00	 2.936e-11	-1.411e+00
ENSG00000158246			 3.203e-24	-1.301e+00	3.346e-108	-3.123e+00			 1.443e-17	-1.055e+00	4.098e-103	-3.140e+00
ENSG00000119699			 3.418e-77	-1.530e+00	3.578e-119	-2.218e+00			7.342e-311	-2.496e+00	7.336e-264	-3.858e+00
ENSG00000272768											 3.639e-11	-1.085e+00
ENSG00000225511					 2.766e-35	 1.276e+00						
ENSG00000129667									2.405e-202	 1.682e+00		
ENSG00000237082											 1.440e-07	-3.017e+00
ENSG00000140044									 1.581e-61	 1.399e+00		
ENSG00000123358							 9.837e-96	 2.676e+00	 0.000e+00	 3.065e+00		
ENSG00000106554											1.966e-133	 1.220e+00
ENSG00000137094											 5.661e-52	-1.390e+00
ENSG00000172824	 1.381e-08	-1.269e+00			 2.727e-10	-1.151e+00			 1.062e-15	-1.020e+00	 1.079e-24	-1.966e+00
ENSG00000114993					 1.386e-37	-1.246e+00					 3.379e-72	-1.534e+00
ENSG00000138131					 1.420e-31	-1.245e+00					 3.883e-46	-1.391e+00
ENSG00000262831											 7.470e-10	 1.841e+00
ENSG00000106484					6.854e-208	-2.258e+00					 0.000e+00	-2.859e+00
ENSG00000131747					 1.704e-79	-3.412e+00					 4.284e-66	-2.906e+00
ENSG00000168575									2.530e-140	 1.072e+00		
ENSG00000189409									 1.337e-13	-1.082e+00	 3.989e-55	-2.065e+00
ENSG00000072071					 1.077e-63	-1.335e+00			5.908e-146	-1.234e+00	 1.390e-95	-1.596e+00
ENSG00000185630					1.813e-254	-1.741e+00					 0.000e+00	-2.661e+00
ENSG00000143382	 5.250e-83	-1.041e+00			 2.478e-64	-1.246e+00					6.162e-117	-1.671e+00
ENSG00000263426					 9.681e-21	 4.171e+00					6.880e-118	 6.607e+00
ENSG00000115457			 2.494e-54	-1.281e+00	9.293e-112	-2.198e+00					 6.046e-87	-1.872e+00
ENSG00000004777					 1.180e-44	-1.658e+00					 4.007e-71	-2.195e+00
ENSG00000145431					1.338e-117	 1.108e+00					3.228e-114	 1.202e+00
ENSG00000163884	 2.378e-60	-1.859e+00										
ENSG00000110092					2.966e-106	-1.459e+00						
ENSG00000137404											 3.530e-27	-1.106e+00
ENSG00000266490											 7.747e-05	-1.105e+00
ENSG00000102802					1.556e-128	-3.888e+00			 1.605e-70	-1.943e+00	6.533e-164	-4.637e+00
ENSG00000144354					 7.597e-42	-2.400e+00					 7.284e-60	-3.085e+00
ENSG00000279672											 3.419e-13	-1.171e+00
ENSG00000258199					 2.454e-22	-1.145e+00					 1.353e-38	-1.565e+00
ENSG00000172889					 7.760e-81	-1.194e+00						
ENSG00000164683	 2.668e-18	-1.097e+00			1.966e-113	 1.976e+00					2.957e-166	 2.305e+00
ENSG00000166845					 2.400e-29	-1.469e+00					 5.972e-39	-1.666e+00
ENSG00000116183			1.192e-102	 4.809e+00	 0.000e+00	 4.065e+00			4.596e-301	 4.907e+00	 0.000e+00	 4.470e+00
ENSG00000188211					1.716e-136	 1.365e+00					1.218e-218	 1.745e+00
ENSG00000164284			 2.444e-68	 1.275e+00					1.079e-188	 1.459e+00		
ENSG00000134569			3.740e-315	-1.765e+00	 0.000e+00	-2.659e+00			 0.000e+00	-2.770e+00	 0.000e+00	-3.820e+00
ENSG00000109193											 6.163e-68	-1.117e+00
ENSG00000125968	1.551e-101	-1.170e+00			 5.331e-77	-1.918e+00			4.505e-140	-1.278e+00	2.144e-137	-2.716e+00
ENSG00000198959					1.392e-105	-2.534e+00	9.913e-107	 1.968e+00			5.412e-307	-3.839e+00
ENSG00000166803					 1.375e-61	-3.645e+00					 3.512e-71	-3.853e+00
ENSG00000081154											3.305e-112	 1.118e+00
ENSG00000013563					 1.296e-78	-1.046e+00					4.766e-101	-1.228e+00
ENSG00000136158					7.379e-150	 1.468e+00						
ENSG00000260920			 6.871e-09	 1.172e+00								
ENSG00000184986											 2.913e-24	-1.393e+00
ENSG00000100767	 1.914e-84	-1.643e+00	 0.000e+00	-2.097e+00	 0.000e+00	-2.500e+00	 8.952e-42	-1.050e+00	 0.000e+00	-2.112e+00	 0.000e+00	-3.034e+00
ENSG00000115008			 5.497e-14	 2.053e+00	3.613e-221	 5.522e+00			 7.035e-73	 2.974e+00	 0.000e+00	 7.289e+00
ENSG00000181773	 1.927e-10	 1.142e+00					 6.429e-10	 1.114e+00				
ENSG00000147536					 7.142e-13	-1.930e+00					 1.025e-09	-1.511e+00
ENSG00000230838	 6.843e-05	 1.779e+00	 7.490e-18	 3.306e+00	 2.188e-07	 1.853e+00			 1.023e-10	 2.320e+00		
ENSG00000261114			 2.702e-07	 1.797e+00					 9.477e-15	 2.194e+00		
ENSG00000197077	 1.069e-60	-1.103e+00										
ENSG00000168874	 2.525e-87	-1.187e+00	1.964e-125	-1.424e+00	 6.502e-72	-1.980e+00			2.785e-221	-1.748e+00	4.655e-103	-2.482e+00
ENSG00000171860			 1.418e-08	 1.249e+00	 2.351e-28	 3.502e+00					 5.803e-32	 3.224e+00
ENSG00000188015					 4.610e-27	-2.096e+00					 4.790e-15	-1.579e+00
ENSG00000165171					 5.853e-19	-1.149e+00					 1.544e-32	-1.496e+00
ENSG00000167535					3.014e-144	-2.056e+00					1.225e-179	-2.168e+00
ENSG00000157111									 4.224e-65	 1.190e+00		
ENSG00000127022											3.205e-116	 1.406e+00
ENSG00000186815											2.064e-147	-1.209e+00
ENSG00000197093							 2.366e-42	-1.152e+00				
ENSG00000104881									2.203e-196	 1.700e+00		
ENSG00000145685					2.407e-117	 1.184e+00					2.781e-143	 1.290e+00
ENSG00000140743									3.049e-212	 1.416e+00		
ENSG00000273677	 3.036e-08	-2.087e+00										
ENSG00000198055											5.863e-112	 1.393e+00
ENSG00000091409	 1.544e-42	-1.470e+00					 7.519e-37	-1.504e+00				
ENSG00000145247											 4.181e-37	 1.297e+00
ENSG00000111424	8.009e-237	 2.083e+00	5.961e-295	 2.596e+00	 0.000e+00	 2.708e+00	 3.195e-58	 1.314e+00	8.304e-171	 2.073e+00	1.159e-155	 1.935e+00
ENSG00000138439					 3.334e-19	-1.155e+00			 5.406e-37	-1.352e+00	 1.485e-30	-1.349e+00
ENSG00000134324			3.195e-147	-1.078e+00	 8.448e-96	-1.424e+00			2.102e-131	-1.076e+00	1.670e-100	-1.598e+00
ENSG00000074410					 1.835e-65	-2.363e+00					 2.520e-99	-3.069e+00
ENSG00000060718			 2.058e-25	 1.231e+00	1.540e-274	 2.624e+00					1.990e-115	 2.003e+00
ENSG00000168394					1.465e-159	 1.444e+00					4.533e-200	 1.654e+00
ENSG00000262001			 2.252e-13	 1.124e+00								
ENSG00000111341					 0.000e+00	-2.658e+00					 0.000e+00	-4.304e+00
ENSG00000176971	4.658e-143	 1.659e+00	6.788e-237	 2.196e+00	 0.000e+00	 2.438e+00			1.017e-227	 1.896e+00	 0.000e+00	 2.112e+00
ENSG00000258429									 2.687e-24	 1.110e+00		
ENSG00000132530			4.364e-235	 1.662e+00	2.932e-156	 1.418e+00			1.595e-187	 1.209e+00	3.301e-119	 1.251e+00
ENSG00000187650											 1.537e-29	-1.108e+00
ENSG00000147155					 1.325e-98	-1.315e+00					 5.798e-58	-1.006e+00
ENSG00000075826									 1.702e-79	-1.108e+00	 1.350e-33	-1.054e+00
ENSG00000130005					 8.115e-26	-1.114e+00					 4.257e-72	-1.723e+00
ENSG00000110218					 3.653e-77	 1.053e+00			1.155e-121	 1.051e+00	3.263e-121	 1.260e+00
ENSG00000259207			 5.802e-14	 1.060e+00			 6.436e-37	 1.215e+00	2.892e-209	 2.758e+00		
ENSG00000280670					 7.859e-21	 1.445e+00					 5.113e-27	 1.568e+00
ENSG00000182957											 1.714e-51	-1.317e+00
ENSG00000160094											 9.308e-77	-1.094e+00
ENSG00000165879					 9.104e-13	-1.231e+00			 3.020e-14	-1.073e+00	 1.580e-28	-1.929e+00
ENSG00000272668					 2.369e-05	-1.519e+00			 5.483e-07	-1.210e+00	 7.066e-06	-1.741e+00
ENSG00000268575	 5.020e-14	-1.057e+00							 4.146e-37	-1.078e+00	 1.752e-38	-1.506e+00
ENSG00000273270											 1.911e-48	-1.433e+00
ENSG00000044574					3.014e-144	 2.085e+00					2.857e-213	 2.533e+00
ENSG00000160326					 1.237e-82	-1.253e+00						
ENSG00000099377											 1.058e-43	-1.126e+00
ENSG00000173442											 3.016e-90	-1.167e+00
ENSG00000203880									1.939e-139	-1.026e+00		
ENSG00000214193					 2.173e-27	-1.184e+00						
ENSG00000164236	 6.461e-60	-1.215e+00	 5.387e-65	-1.470e+00	 2.203e-63	-1.429e+00						
ENSG00000225828	 1.750e-19	-1.263e+00							 1.959e-84	-1.265e+00		
ENSG00000132000			1.222e-137	 1.379e+00							 1.239e-36	-1.144e+00
ENSG00000261582	 4.982e-05	-1.613e+00										
ENSG00000184178											 3.418e-44	-1.220e+00
ENSG00000148950											 6.873e-25	 1.044e+00
ENSG00000090776	6.415e-125	-1.017e+00			7.111e-163	-1.401e+00			5.021e-193	-1.127e+00	 1.822e-88	-1.101e+00
ENSG00000019144											4.987e-188	-1.439e+00
ENSG00000262429			 9.277e-06	 1.801e+00					 3.285e-05	 1.479e+00		
ENSG00000250510					 3.463e-41	-1.729e+00			7.150e-138	-2.108e+00	3.541e-102	-2.998e+00
ENSG00000207563											 3.846e-07	-2.132e+00
ENSG00000169067	 2.872e-30	 1.489e+00	 2.505e-08	 1.264e+00	 1.499e-25	-4.552e+00	 1.552e-21	 1.353e+00	 2.501e-35	 1.911e+00	 4.627e-24	-3.725e+00
ENSG00000263013											 1.358e-05	-1.060e+00
ENSG00000164176									2.697e-175	 1.601e+00	1.647e-149	 1.621e+00
ENSG00000161638									5.152e-177	 1.125e+00		
ENSG00000144843					 1.224e-53	 1.832e+00					 1.808e-88	 2.232e+00
ENSG00000128692									 2.490e-09	 1.697e+00		
ENSG00000150938							3.211e-100	 1.026e+00	1.591e-196	 1.651e+00		
ENSG00000248794					 2.552e-05	 1.309e+00					 2.743e-06	 1.459e+00
ENSG00000115138					 1.476e-07	 1.653e+00					 1.250e-09	 1.814e+00
ENSG00000259238					 8.992e-11	 1.279e+00			 4.132e-06	 1.168e+00	 1.003e-08	 1.160e+00
ENSG00000128694											 4.905e-16	-1.022e+00
ENSG00000171223	 4.015e-91	 1.169e+00	1.837e-136	 1.414e+00	 2.333e-42	 1.023e+00			 3.214e-75	 1.039e+00		
ENSG00000153015											 3.428e-94	 1.191e+00
ENSG00000224032					4.848e-102	 1.178e+00					 3.715e-97	 1.238e+00
ENSG00000158286					 1.542e-34	-1.171e+00					 1.334e-35	-1.261e+00
ENSG00000134594	 2.223e-05	 1.253e+00			 1.575e-16	 1.092e+00			 6.352e-35	 1.624e+00		
ENSG00000196371			 3.634e-50	 1.010e+00								
ENSG00000162849							2.870e-133	 1.268e+00			 0.000e+00	-1.856e+00
ENSG00000149809					 1.048e-23	-1.244e+00						
ENSG00000095209											 6.297e-52	 1.186e+00
ENSG00000147027					 2.409e-90	 1.042e+00						
ENSG00000267543					 7.927e-05	-1.281e+00					 5.263e-07	-1.378e+00
ENSG00000266680					 9.813e-08	-1.598e+00					 8.812e-07	-1.174e+00
ENSG00000104524					 3.466e-21	-1.168e+00					 3.607e-43	-1.686e+00
ENSG00000174197					1.269e-104	 1.043e+00					2.227e-122	 1.194e+00
ENSG00000140937	1.570e-106	 1.139e+00										
ENSG00000107249											1.563e-100	-1.157e+00
ENSG00000235531					1.773e-160	 1.321e+00					2.586e-173	 1.509e+00
ENSG00000101347			1.048e-168	-1.306e+00	 1.402e-93	-1.049e+00			4.214e-282	-1.420e+00	5.666e-148	-1.662e+00
ENSG00000152583	 3.637e-24	-1.886e+00	4.588e-119	-1.981e+00	7.379e-150	-1.604e+00	 1.038e-08	-1.099e+00	8.377e-202	-2.625e+00	 0.000e+00	-3.045e+00
ENSG00000143256									1.220e-146	 1.071e+00	1.863e-103	 1.131e+00
ENSG00000171488					 5.522e-92	 1.145e+00					3.365e-144	 1.451e+00
ENSG00000167995					 1.285e-35	 1.361e+00					 6.508e-52	 1.678e+00
ENSG00000155640											 3.440e-48	 1.153e+00
ENSG00000181026					5.586e-159	 1.366e+00					1.456e-179	 1.521e+00
ENSG00000133121											 1.449e-73	-1.009e+00
ENSG00000137942											 1.064e-74	-1.160e+00
ENSG00000278948											 1.430e-58	 1.079e+00
ENSG00000168003			4.432e-279	 1.514e+00	8.868e-130	 1.420e+00			 0.000e+00	 2.017e+00	2.134e-150	 1.620e+00
ENSG00000169567											 6.164e-78	 1.038e+00
